,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsregion,Pfand,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Frischegarantie (mindestens),Gekühlt (+2 bis +7°C) mind. haltbar bis,Eigenschaften,Ursprungsland,Informationen zum Angebot,Lagerung,Kann Spuren enthalten von ,Abtropfgewicht,davon Stärke,Beschreibung,Hinweis zur Frischegarantie,Einfach ungesättigte Fettsäuren,EInlage Currywurstscheiben,Bruttogewicht,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,Hinweis,davon Polyole,mehrfach ungesättigte Fettsäuren
211,Sonnen Bassermann Meine Hacksteaks,"3,29€","Wenn‘s mal wieder deftig sein darf: Das würzige Sonnen Bassermann Hacksteak in pikanter Bratensoße kommt zusammen mit locker-cremigem Kartoffelpüree und zartem Gemüse direkt auf deinen Teller. Ein herzhafter Klassiker, leicht und schnell zubereitet. Ohne Farbstoffe. Ohne Aromen. , Struik Foods Deutschland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42550-sonnen-bassermann-sonnen-bassermann-meine-hackstea/,https://bilder.kolonial.no/local_products/f78ff977-3e63-473c-af62-97205fab886a.jpg?auto=format&fit=max&w=1000&s=420146e6815ec8cd808924051f5ffd82,0.65 g,4.10 g,,1.20 g,1.20 g,3 g,3 g,353 kJ / 84 kcal,"Struik Foods Deutschland, Clara-Zetkin-Straße 8-15, 14547 Beelitz, Deutschland",Deutschland,,"Kartoffelpüree (35%) (Wasser, Kartoffeln, Rapsöl, jodiertes Speisesalz, Emulgator (Mono- und Diglyceride von Speisefettsäuren), Stabilisator (Diphosphate), Antioxidationsmittel (NatriummetabiSULFIT, Fettsäureester der Ascorbinsäure, Ascorbinsäure), Gewürze), Wasser, Hacksteak (17%) (Schweinefleisch, z. T. fein zerkleinert, Paniermehl (WEIZENmehl, Wasser, Speisesalz, Hefe), Zwiebeln, WEIZENeiweiß, Wasser, Rapsöl, Speisesalz, Gewürze, SENFmehl), Erbsen (5%), Möhren (4%), Mais (2%), Zwiebeln, modifizierte Stärke, jodiertes Speisesalz, Zucker, Rapsöl, Verdickungsmittel (Cellulosegummi, Guarkernmehl), Gewürze, Aroma (enthält SELLERIE), karamellisierter Zucker, Antioxidationsmittel (Ascorbinsäure).
Kann Spuren von Milch und Ei enthalten. ",480 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,,,,,,,,,,,,,
212,HOFMANNs 2 Rinderrouladen mit kleinen Holzspießen handgesteckt,"10,99€","Unsere fachmännisch von Hand gewickelten Rouladen nach  'Hausmacher Art ' mit einer Speck- und Zwiebelfüllung, dazu Apfelrotkohl und Salzkartoffeln mit knusprigen Röstzwiebeln. , Hofmann Menü-Manufaktur GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59461-hofmanns-hofmanns-2-rinderrouladen-mit-kleinen-hol/,https://bilder.kolonial.no/local_products/04ddef3e-f347-4cd9-9acd-6318bbec4470.jpg?auto=format&fit=max&w=1000&s=0bc71de6d42196364b3bf368fbf5f10e,1.06 g,7.97 g,,4 g,9 g,2 g,6 g,519 kJ / 124 kcal,"Hofmann Menü-Manufaktur GmbH, Adelbert-Hofmann-Straße 6, 97944 Boxberg, Deutschland",Deutschland,,"Kartoffeln, Rotkohl (Rotkohl, Branntweinessig, Zucker, Weinessig, Speisesalz), Rindfleisch, Zwiebeln, durchwachsener Speck (Schweinefleisch, Nitritpökelsalz, Konservierungsstoff Natriumnitrit), Äpfel, Rapsöl, Röstzwiebeln (Zwiebeln, Rapsöl, Palmöl, Weizenmehl, Speisesalz), Senf (Senfsaat, Branntweinessig, Speisesalz, Gewürze, Gewürzextrakt), modifizierte Stärke, Apfelsaftkonzentrat, jodiertes Speisesalz, Tomatenmark, Reismehl, Gemüsefond (Gewürzextrakte, Tomatenmark, Trockenglucosesirup, Karottenextrakt, Tomatenpulver, Speisesalz, Branntweinessig), Karamellzuckersirup, Zucker, Gemüsepulver (Zwiebeln, Pastinaken), Gewürze (enthält Sellerie), Wein-Branntweinessig, Dextrose. ",570 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,
213,Tressbrüder Demeter Karotten-Ingwer-Suppe,"3,49€","Tress Brüder Bio Karotten Ingwer Suppe 450ml , Tress Lebensmittel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60104-tressbruder-tressbruder-demeter-karotten-ingwer-su/,https://bilder.kolonial.no/local_products/798545b8-4134-4b78-8e3b-8b2a7b9f573a.jpg?auto=format&fit=max&w=707&s=f868bf0359f3e2ef67fd004c25708a12,0.91 g,0.50 g,1.50 g,3.60 g,5.60 g,0.90 g,1.50 g,171 kJ / 41 kcal,"Tress Lebensmittel GmbH & Co. KG, Steinhecke 1, 88529 Zwiefalten",Deutschland,,"Wasser, Karotten** (39%), Kokosmilch* [Kokosnussextrakt*, Wasser], Maisstärke*, Orangensaft**, Steinsalz, Rübenzucker**, Ingwer* (0,7%), Sonnenblumenöl**. 
*) aus kontrolliert biologischem Anbau 
**) aus kontrollierter Demeter-Landwirtschaft (prozentualer Demeter-Anteil 84 %)
Kann Spuren von Gluten, Schalenfrüchten, Erdnüssen, Sellerie, Senf und Soja enthalten.",450 Milliliter,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,Bio-Produkt,,,,"Erdnüsse, Sojabohnen, Nüssen, Sellerie, Senf.",,,,,,,,,,,
214,Sonnen Bassermann Mein Hühnerfrikassee,"3,29€","Auf der Suche nach einer schnellen Mahlzeit mit leichtem Geschmack? Das zarte Sonnen Bassermann Hühnerfrikassee mit viel Gemüse und Reis wartet nach einem langen Arbeitstag auf dich oder wenn du dich einfach nach einer Wohlfühlmahlzeit sehnst. Saftig-zartes Hühnerfleisch in cremiger Sauce, verfeinert mit einem Schuss Weißwein. Begleitet wird das Ganze von erlesenem Spargel, Champignons, Erbsen und einer Portion duftendem Reis. Wunderbar fein und lecker! Ohne Farbstoffe. Ohne Aromen. , Struik Foods Deutschland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44082-sonnen-bassermann-sonnen-bassermann-mein-huhnerfri/,https://bilder.kolonial.no/local_products/79490146-574c-41db-bd72-e10df1a40506.jpg?auto=format&fit=max&w=1000&s=5d0d0a56893282935db4b2498227eb96,0.90 g,5.50 g,,1.40 g,1.40 g,2.20 g,2.20 g,444 kJ / 106 kcal,"Struik Foods Deutschland, Clara-Zetkin-Straße 8-15, 14547 Beelitz, Deutschland",Deutschland,,"Reiszubereitung, gegart (30%) (Wasser, Langkornreis, Speisesalz, Rapsöl, Verdickungsmittel (Guarkernmehl), Emulgator (Sonnenblumenlecithine), Reismehl, Säuerungsmittel (Citronensäure), Antioxidationsmittel (Asocorbinsäure), Dextrose), Wasser, Hühnerfleisch (13%), Erbsen (10%), Spargel (3%), Hühnerbrühe, Champignons, Zwiebeln, Sonnenblumenöl, modifizierte Stärke, Zucker, Rapsöl, SAHNE, Weißwein, Speisesalz, Eiweißangereichertes MOLKENpulver, Emulgator (Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren), Aroma (enthält MILCH), Verdickungsmittel (E466, Guarkernmehl), Glukosesirup, MILCHEIWEIß, Gewürze, Antioxidationsmittel (Natriummetabisulfit, Ascorbinsäure).
Kann Spuren von Senf und Gluten enthalten. ",400 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,,,,,,,,,,,,,
215,HOFMANNs Kaiserschmarren mit Zwetschkenröster,"8,49€","Unser Klassiker: Hausgemachter Kaiserschmarren mit fruchtigem Zwetschkenröster. , Hofmann Menü-Manufaktur GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59469-hofmanns-hofmanns-kaiserschmarren-mit-zwetschkenro/,https://bilder.kolonial.no/local_products/35d91c0c-222d-44a3-9e61-79cfc7c2dc9b.jpg?auto=format&fit=max&w=1000&s=8401da5f1ab2aeab98f60028d6c978af,0.31 g,4.96 g,,18 g,24.98 g,,5 g,703 kJ / 167 kcal,"Hofmann Menü-Manufaktur GmbH, Adelbert-Hofmann-Straße 6, 97944 Boxberg, Deutschland",Deutschland,,"Zwetschgen, Hühnerei, teilentrahmte Milch 1,5% Fett, Weizenmehl, Zucker, Puderzucker, Rapsöl, modifizierte Stärke, jodiertes Speisesalz, Backpulver (Säuerungsmittel Diphosphate, Backtriebmittel Natriumhydrogencarbonat, Stärke), Zimt, Dextrose, Vanilleextrakt, Vanillesamen, natürliches Zitronen-Aroma, Gewürze. ",480 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,
216,Tressbrüder Demeter Kürbis-Kokos-Suppe,"3,49€","Tress Brüder Bio Kürbis Kokos Suppe 450ml , Tress Lebensmittel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60107-tressbruder-tressbruder-demeter-kurbis-kokos-suppe/,https://bilder.kolonial.no/local_products/51da82da-9989-4748-b206-2b6bbb6ce599.jpg?auto=format&fit=max&w=707&s=6ff4a6c86889466ed6113168da2c0392,0.71 g,0.90 g,1.30 g,2.30 g,5.80 g,3.20 g,3.60 g,260 kJ / 62 kcal,"Tress Lebensmittel GmbH & Co. KG, Steinhecke 1, 88529 Zwiefalten",Deutschland,,"Wasser, Kürbis** (25%), Kokosmilch* (19%) [Kokosnussextrakt*, Wasser], Kartoffeln**, Apfelsaft**, Karotten**, Zwiebeln**, SELLERIE**, Maisstärke*, Steinsalz, Ingwer*, Gewürze*, Limettensaft*. 
*) aus kontrolliert biologischem Anbau 
**) aus kontrollierter Demeter-Landwirtschaft (prozentualer Demeter-Anteil 71 %)
Kann Spuren von Gluten, Schalenfrüchten, Erdnüssen, Senf und Soja enthalten. ",450 Milliliter,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,Bio-Produkt,,,,"Erdnüsse, Sojabohnen, Nüssen, Senf.",,,,,,,,,,,
217,Sonnen Bassermann Meine Königsberger Klopse,"3,29€","Auch unter der Woche Lust auf einen feinen Sonntagsschmaus? Mit den Königsberger Klopsen ist das gar kein Problem. Zu den feinen Hackfleischbällchen in pikant-cremiger Kapernsauce servieren wir Reis und feines Erbsen-Möhren-Gemüse. Schneller kann man das Sonntagsessen gar nicht zubereiten. Ohne Farbstoffe. Ohne Aromen. , Struik Foods Deutschland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44363-sonnen-bassermann-sonnen-bassermann-meine-konigsbe/,https://bilder.kolonial.no/local_products/c352b0d0-8802-4ba7-aa01-a86ed487716b.jpg?auto=format&fit=max&w=1000&s=fbd8976d645fff123755669ddc038836,0.77 g,3.80 g,,1.10 g,1.10 g,4.60 g,4.60 g,508 kJ / 121 kcal,"Struik Foods Deutschland, Clara-Zetkin-Straße 8-15, 14547 Beelitz, Deutschland",Deutschland,,"Wasser, Reiszubereitung, gegart (27%) (Wasser, Langkornreis, Speisesalz, Rapsöl, Verdickungsmittel (Guarkernmehl), Emulgator (Sonnenblumenlecithine), Reismehl, Säuerungsmittel (Citronensäure), Antioxidationsmittel (Ascorbinsäure), Dextrose), Schweinefleischbällchen (16%) (Schweinefleisch, z. T. fein zerkleinert, Wasser, Kartoffelstärke, Speisesalz, Zwiebeln, Gewürzextrakte), Erbsen (6%), Möhren (5%), Rapsöl, Kapern (0,9%), modifizierte Stärke, Sonnenblumenöl, Zucker, Speisesalz, Eiweißangereichertes MOLKENpulver, Emulgator (Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren), Verdickungsmittel (E466, Guarkernmehl), Petersilie, Branntweinessig, Glukosesirup, Hefeextrakt, MILCHEIWEIß, Gewürze, Antioxidationsmittel (Ascorbinsäure).
Kann Spuren von Senf, Gluten, Sellerie und Ei enthalten. ",480 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,,,,,,,,,,,,,
218,Frosta Zwiebel Sahne Hähnchen Pfanne,"4,69€","Zwiebel Sahne Hähnchen 500g , Frosta Tiefkühlkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48151-frosta-frosta-zwiebel-sahne-hahnchen-pfanne/,https://bilder.kolonial.no/local_products/7ff9e7e0-4775-456f-b39d-431464c6ae9b.jpg?auto=format&fit=max&w=985&s=531b31262a85287527bfaf062cae7ead,0.95 g,6 g,1.20 g,1.90 g,12.30 g,2.90 g,4.80 g,498 kJ / 119 kcal,"Frosta Tiefkühlkost GmbH, Postfach 29 03 64, DE 27533 Bremerhaven, Deutschland",,,"gegarte Spätzle (35%) (Wasser, HARTWEIZENGRIESS, HÜHNEREI, Salz), rote Zwiebeln (13%), marinierte, gegarte Hähnchenbrust (12%) (Hähnchenbrust (für AT: Hühnerbrust), Salz, Sojaöl, Dextrose), Wasser, Zwiebeln (10%), SAHNE (7%) (für AT: RAHM), CRÈME FRAÎCHE, Lauch, VOLLMILCH, Salz, Hühnerfett, Kartoffelstärke, Reisstärke, Gemüsefond (Karotten, Zwiebeln, Lauch, Salz, Wasser, natives Olivenöl extra), Koriander, Muskatnuss, Cayennepfeffer.
Wir verarbeiten bei uns noch viele weitere Produkte. Daher könnte dieses Gericht Spuren von Gerste, Roggen, Hafer, Krebstieren, Fisch, Soja, Sellerie, Senf und Weichtieren enthalten. ",500 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,Deutschland,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,
219,Tressbrüder Demeter Linsen-Curry-Suppe,"3,49€","Tress Brüder Bio Linsen Curry Suppe 450ml , Tress Lebensmittel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60105-tressbruder-tressbruder-demeter-linsen-curry-suppe/,https://bilder.kolonial.no/local_products/a6290daa-f53c-455c-a10b-7e3fab0f7c62.jpg?auto=format&fit=max&w=707&s=13876431abe2d70bdcdd1357bd966af5,0.80 g,4.40 g,2.30 g,2.20 g,10 g,0.20 g,1.60 g,329 kJ / 78 kcal,"Tress Lebensmittel GmbH & Co. KG, Steinhecke 1, 88529 Zwiefalten",Deutschland,,"Wasser, Linsen** (15%), Karotten**, Lauch**, Paprika**, Apfelessig**, Sonnenblumenöl**, Maisstärke*, Steinsalz, Rübenzucker**, Curry* (0,4%), Gewürze*. 
*) aus kontrolliert biologischem Anbau 
**) aus kontrollierter Demeter-Landwirtschaft (prozentualer Demeter-Anteil 95 %)
Kann Spuren von Gluten, Schalenfrüchten, Erdnüssen, Sellerie, Senf und Soja enthalten.",450 Milliliter,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,Bio-Produkt,,,,"Erdnüsse, Sojabohnen, Nüssen, Sellerie, Senf.",,,,,,,,,,,
220,Buss Freizeitmacher Cevapcici,"1,79€","Pikante Hackfleischröllchen mit Balkangemüse und Reis. , Buss Fertiggerichte GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42691-buss-buss-freizeitmacher-cevapcici/,https://bilder.kolonial.no/local_products/73ea61bc-13cf-46d3-8c87-37b01cf7e7a1.jpg?auto=format&fit=max&w=732&s=f3aa3943ddedb120fbf9e7096fa5e2cc,1.10 g,7.40 g,,1.60 g,13.50 g,2.80 g,8 g,671 kJ / 160 kcal,"Buss Fertiggerichte GmbH, Am Damm 26, 28870, Ottersberg",Deutschland,,"33% Hackfleischröllchen (Schweinefleisch z. T. fein zerkleinert, Wasser, Gewürze (enthalten SENF), Salz, Glukosesirup, Dextrose), 27% Gemüse in veränderlichen Gewichtsanteilen (Paprika, Zwiebeln, Mais, grüne Bohnen, Erbsen, Karotten), 22% Reis, Tomatenmark, Rapsöl, Gewürze (enthalten SELLERIE, SENF), Verdickungsmittel Guarkernmehl, WEIZENMEHL, HÜHNEREIWEIß, Salz, MAGERMILCHPULVER. Kann Spuren von SOJA enthalten. ",300 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,,,,,,,,,,,,,
221,Frosta Rahmgeschnetzeltes mit Spätzle,"3,49€","Rahm Geschnetzeltes mit Spätzle 375g , Frosta Tiefkühlkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48152-frosta-frosta-rahmgeschnetzeltes-mit-spatzle/,https://bilder.kolonial.no/local_products/73a241c7-6acc-4af6-b58b-e5ed46bfd5b0.jpg?auto=format&fit=max&w=985&s=7194883d87f167698a1d12dc17dfa243,1.16 g,6.70 g,1.50 g,1 g,12.90 g,1.50 g,2.60 g,441 kJ / 105 kcal,"Frosta Tiefkühlkost GmbH, Postfach 29 03 64, DE 27533 Bremerhaven, Deutschland",,,"gegarte Eierspätzle (41%) (Wasser, HARTWEIZENGRIESS, HÜHNEREI, Salz), Champignons, Wasser, marinierte, gegarte Hähnchenbrust (12%) (Hähnchenbrust (für AT: Hühnerbrust), Salz, Sojaöl, Dextrose), Erbsen, SAHNE (5%) (für AT: RAHM), Frühlingszwiebeln, VOLLMILCH, Salz, Tomatenmark (für AT: 28% zweifach konzentriert), Schnittlauch, Rinderfond (Wasser, konzentrierter Rinderjus, Rindfleisch, Kalbsknochen, Salz, Rinderfett, Karotten, Zwiebeln, Lauch, Knoblauch), Kartoffelstärke, BUTTER, Knoblauch, gemahlene Paprika, schwarzer Pfeffer

Wir verarbeiten bei uns noch viele weitere Produkte. Daher könnte dieses Gericht Spuren von Gerste, Roggen, Hafer, Krebstieren, Fisch, Soja, Sellerie, Senf und Weichtieren enthalten. ",375 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,Deutschland,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,
222,Tressbrüder Demeter Tomaten-Basilikum-Suppe,"3,49€","Tress Brüder Bio Tomaten Basilikum Suppe 450ml , Tress Lebensmittel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60106-tressbruder-tressbruder-demeter-tomaten-basilikum/,https://bilder.kolonial.no/local_products/f90d6d42-1819-410b-994e-388c6d2142cc.jpg?auto=format&fit=max&w=707&s=6e709911152c3bb52cd237709c721f87,1 g,1.10 g,1.90 g,4.90 g,7.20 g,0.10 g,0.90 g,196 kJ / 47 kcal,"Tress Lebensmittel GmbH & Co. KG, Steinhecke 1, 88529 Zwiefalten",Deutschland,,"Wasser, Tomaten** (33%), Tomatenmark** (12%), Paprika**, Rübenzucker**, Maisstärke*, Steinsalz, Sonnenblumenöl**, Basilikum* (0,7%), Ingwer*, Knoblauchpulver*, Kräuter*. 
*) aus kontrolliert biologischem Anbau 
**) aus kontrollierter Demeter-Landwirtschaft (prozentualer Demeter-Anteil 95 %)
Kann Spuren von Gluten, Schalenfrüchten, Erdnüssen, Sellerie, Senf und Soja enthalten.",450 Milliliter,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,Bio-Produkt,,,,"Erdnüsse, Sojabohnen, Nüssen, Sellerie, Senf.",,,,,,,,,,,
223,Buss Freizeitmacher Grünkohl mit Mettwurst,"1,65€","Mit schmackhaften Mettenden. Für Mikrowelle geeignet. Traditionell zubereitet nicht nur für die kalte Jahreszeit mit würzigen Mettenden und Kartoffeln. , Buss Fertiggerichte GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45727-buss-buss-freizeitmacher-grunkohl-mit-mettwurst/,https://bilder.kolonial.no/local_products/ea1939c7-564a-4ca9-8da2-2b61a38eeac5.jpg?auto=format&fit=max&w=731&s=bebb602c38877041a43dd2ee01b46aa8,1.20 g,4.80 g,,1.30 g,1.30 g,6.60 g,6.60 g,445 kJ / 106 kcal,"Buss Fertiggerichte GmbH, Am Damm 26, 28870 Ottersberg, Deutschland",Deutschland,,"50% Grünkohl, Kartoffeln, 13,3% Mettenden (Schweinefleisch, Salz, Gewürze (enthalten SENF), Rauch), Wasser, Zwiebeln, geräucherter Speck (Schweinebauch, Salz, Traubenzucker, Gewürze, Rauch), Schweineschmalz, WEIZENMEHL, HAFERGRÜTZE, Salz, Zucker, Rapsöl, Aromen (enthalten EI, MILCH, SELLERIE), Raucharoma, Verdickungsmittel Guarkernmehl, Gewürze (enthalten SENF). Das Produkt kann Spuren von SOJA enthalten. ",300 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,,,,,,,,,,,,,
224,Jeden Tag Lasagne Bolognese,"3,99€","Nudelteigblätter, geschichtet mit Hackfleischsauce und Béchamel-Käsesauce. Küchenfertig zubereitet. Ohne Zusatz von Geschmacksverstärkern und Konservierungsstoffen. , Zentrale Handelsgesellschaft- ZHG-mbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47856-jeden-tag-jeden-tag-lasagne-bolognese/,https://bilder.kolonial.no/local_products/3ee2a786-7cb9-4b1b-b83a-d78118a01e36.jpg?auto=format&fit=max&w=1000&s=cd142c714874bd01a13666be13b78e30,1 g,5.70 g,,2.70 g,12 g,2.60 g,6.60 g,562 kJ / 134 kcal,"Zentrale Handelsgesellschaft- ZHG-mbH, Hanns-Martin-Schleyer Str. 2, 77656 Offenburg, Deutschland",,,"Wasser, 23% Schweinefleisch, Tomatenmark zweifach konzentriert, HARTWEIZENGRIEß, 6% Käse, 4% Zwiebeln, pateurisiserte MILCH, modifizierte Stärke, WEIZENMEHL, Kräuter, MAGERMILCHPULVER, Salz, MOLKENPULVER, Kokosnussöl, Gewürze, VOLLEIPULVER. ",1000 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,,,,,,,,,,,,,
225,Frosta Veggie Tortellini Käse Sahne,"4,65€","HFW Tortellini Käse Sahne 500g , Frosta Tiefkühlkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48153-frosta-frosta-veggie-tortellini-kase-sahne/,https://bilder.kolonial.no/local_products/1dc23796-f16f-4a65-b8a3-71e949640311.jpg?auto=format&fit=max&w=985&s=5221f5108c0bc74508e6debf069cdc36,0.93 g,4.30 g,1.40 g,1.90 g,11.40 g,4.50 g,7.70 g,563 kJ / 135 kcal,"Frosta Tiefkühlkost GmbH, Postfach 29 03 64, DE 27533 Bremerhaven, Deutschland",,,"gegarte Tortellini (29%) (Wasser, HARTWEIZENGRIESS, Paniermehl (WEIZENMEHL, Salz, Hefe), HÜHNEREI, FRISCHKÄSE, Spinat, Sonnenblumenöl, Salz, Muskatnuss), Wasser, Brokkoli, VOLLMILCH, Karotten, SAHNE (10%) (für AT: RAHM), EDAMER KÄSE (3%), Mehlschwitze (WEIZENMEHL, Sonnenblumenöl), BUTTER, SPEISEQUARK (für AT: SPEISETOPFEN), Salz, Reismehl, Kartoffelstärke, schwarzer Pfeffer.
Wir verarbeiten bei uns noch viele weitere Produkte. Daher könnte dieses Gericht Spuren von Gerste, Roggen, Hafer, Soja, Sellerie und Senf enthalten. ",500 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,Deutschland,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,
226,Buss Freizeitmacher Jägertopf,"1,65€","Nudeln mit Fleischklößchen und Champignons in Bratensauce. Eine köstliche Kombination aus Spirellinudeln, einer kräftigen Sauce mit Champignons und gewürzten Fleischklößchen aus Schweinefleisch. , Buss Fertiggerichte GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43108-buss-buss-freizeitmacher-jagertopf/,https://bilder.kolonial.no/local_products/84a55a9a-1f03-457c-9564-a644c88d617f.jpg?auto=format&fit=max&w=732&s=32f53a613bdf879d82e6951caa2fbcb1,1.30 g,3.70 g,,0.90 g,0.90 g,4.30 g,4.30 g,387 kJ / 92 kcal,"Buss Fertiggerichte GmbH, Am Damm 26, 28870 Ottersberg, Deutschland",Deutschland,,"40% gegarte Nudeln (Wasser, HARTWEIZENGRIEß, HÜHNEREIEIWEIß), 17% Champignons, Wasser, Tomatenmark, 9% Fleischklößchen gegart (Schweinefleisch z. T. fein zerkleinert, Paniermehl (WEIZENMEHL, Wasser, Salz, Hefe), modifizierte Stärke, Salz, Gewürze (enthalten SENF)), Zwiebeln, SAHNE, Bauchspeck geräuchert (Schweinebauch, Salz, Dextrose, Stabilisator Natriumnitrit, Rauch), Rapsöl, Salz, Verdickungsmittel Guarkernmehl, Emulgator Mono- und Diglyceride von Speisefettsäuren, MAGERMILCHPULVER, Dextrose, modifizierte Stärke, Karamellzuckersirup, Gewürze. ",300 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,,,,,,,,,,,,,,,
227,Frosta Gemüsepfanne alla Mediterranea,"3,49€","Gemüse Pfanne alla Mediterranea 480g , Frosta Tiefkühlkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48154-frosta-frosta-gemusepfanne-alla-mediterranea/,https://bilder.kolonial.no/local_products/50f0c994-c3b2-497d-b089-476971e5f6e7.jpg?auto=format&fit=max&w=985&s=4a5f44fa4269bb71205ca8d30057014f,0.68 g,1.60 g,1.70 g,3.50 g,6.90 g,0.10 g,0.60 g,180 kJ / 43 kcal,"Frosta Tiefkühlkost GmbH, Postfach 29 03 64, DE 27533 Bremerhaven, Deutschland",,,"rote Paprika, gelbe Zucchini, Zucchini, frittierte Kartoffeln (13%) (Kartoffeln, Sonnenblumenöl, Dextrose, Salz), Wasser, gegrillte Auberginen (für AT: gegrillte Melanzani), Tomatenmark (für AT: 28% doppelt konzentriert), Basilikum, Knoblauch, Salz, Zucker, gemahlene Paprika, schwarzer Pfeffer

Wir verarbeiten bei uns noch viele weitere Produkte. Daher könnte dieses Produkt Spuren von Weizen, Gerste, Roggen, Hafer, Krebstieren, Eiern, Fisch, Soja, Milch, Sellerie, Senf und Weichtieren enthalten.",480 Gramm,täglich,Schnelle Küche,Herzhafte Fertiggerichte,oda,,,,Deutschland,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,
