,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsland,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,Frischegarantie (mindestens),PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Eigenschaften,Ursprungsregion,Ballaststoffe,Lagerung,Kann Spuren enthalten von ,Abtropfgewicht,Variables Gewicht,Beschreibung,Inverkehrbringer,Hinweis,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Besonderheiten,Gewichtsklasse,Güteklasse,Größe,Handelsklasse,Size,Delivery days,Freshness guarantee,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Alpro anzeigen,Natrium,Pfand
1127,Alpro Soya Drink mit Calcium,"2,35€","Alpro Sojadrink, Original 1L

Proteine tragen zur Erhaltung von Muskelmasse bei. , Danone Belux nv hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/29754-alpro-alpro-soya-drink-mit-calcium/,https://bilder.kolonial.no/local_products/d2535131-1932-48c0-ab01-cee301267cca.jpg?auto=format&fit=max&w=395&s=7031c013edc71134f9c5d769977bc4de,0.09 g,3 g,2.50 g,2.50 g,0.30 g,1.80 g,163 kJ / 39 kcal,"Danone Belux nv, Stationsstraat 170/N229, 3110 Rotselaar, Belgien",,"SOJABASIS (Wasser, geschälte SOJABOHNEN (8%)), Zucker, Säureregulatoren (Kaliumphosphate), Calciumcarbonat, Aroma, Meersalz, Stabilisator (Gellan), Vitamine (B2, B12, D2). Von Natur aus gluten- und kuhmilcheiweißfrei. ",1 Liter,täglich,,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,,Belgien,0.50 g,,,,,,,,,,,,,,,,,,,,
1128,"Minus L Bio H-Milch 3,5% laktosefrei","2,25€","Minus L Bio H-Milch 3,5% 1L , OBM OMIRA Bodenseemilch GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43898-minus-l-minus-l-bio-h-milch-35-laktosefrei/,https://bilder.kolonial.no/local_products/4f1a9bd6-ec88-4b2a-ad6d-9bec107fe23c.jpg?auto=format&fit=max&w=232&s=5e4c74d9141552cb76ff9d62a1c7e33e,0.13 g,0.13 g,4.80 g,4.80 g,2.30 g,3.50 g,267 kJ / 64 kcal,"OBM OMIRA Bodenseemilch GmbH, Jahnstraße 10, 88214 Ravensburg, Deutschland",Deutschland,"fettarme Bio-Milch
LAKTASE ",1 Liter,täglich,,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,Bio-Produkt,,0 g,,,,,,,,,,,,,,,,,,,,
1129,"Arla Frische Bio Weidemilch 3,8% Fett","1,99€","Lecker, frisch und ganz natürlich – genau so schmeckt die Bio-Weidemilch von den Arla® BIO-Höfen. Dort stehen die Kühe von Frühjahr bis Herbst mindestens 150 Tage im Jahr für mindestens 6 Stunden täglich auf der Weide, nämlich immer dann, wenn das Wetter es erlaubt. Dazu kommt eine Fütterung, bestehend aus rein ökologischem und gentechnikfreiem Futter. Und das kann man schmecken. Probieren Sie’s selbst! , Arla Foods Inc. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46514-arla-arla-frische-bio-weidemilch-38-fett/,https://bilder.kolonial.no/local_products/efa6561c-a32e-42cc-8ac4-1bcbcbee3416.jpg?auto=format&fit=max&w=765&s=401ccc7e83d4f3cfd38015be905d3378,0.13 g,3.30 g,4.80 g,4.80 g,3.80 g,3.80 g,278 kJ / 66 kcal,"Arla Foods Inc., Wahlerstraße 2, 40472 Düsseldorf, Deutschland",,MILCH. ,1 Liter,täglich,4 Tage,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,Bio-Produkt,,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,,
1130,"Müller Kalinka fettarmer Kefir mild 1,5%","1,29€","Mit nur 1,5 % Fett und wertvollen Inhaltsstoffen sorgt Müller Kalinka Kefir mild Pur für prickelnde Erfrischung aus der Flasche – Schluck für Schluck.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei.

Proteine tragen zur Erhaltung von Muskelmasse bei. Calcium und Vitamin B2 tragen zu einem normalen Energiestoffwechsel bei. , Molkerei Alois Müller GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46662-muller-muller-kalinka-fettarmer-kefir-mild-15/,https://bilder.kolonial.no/local_products/4dde66d0-72da-4787-9ebb-fd5a1cf13672.jpg?auto=format&fit=max&w=449&s=0e08eceb08ed10606c5265eee989f95b,0.12 g,3.50 g,4.10 g,4.10 g,1.50 g,1.50 g,195 kJ / 47 kcal,"Molkerei Alois Müller GmbH & Co. KG, Zollerstraße 7, 86850 Fischach-Aretsried, Deutschland",,"KEFIR, mild. ",500 Gramm,täglich,5 Tage,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,,Deutschland,,,,,,,,,,,,,,,,,,,,,
1131,"Minus L Bio H-Milch 1,5% laktosefrei","2,09€","Minus L Bio H-Milch 1,5% 1L , OBM OMIRA Bodenseemilch GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43445-minus-l-minus-l-bio-h-milch-15-laktosefrei/,https://bilder.kolonial.no/local_products/6aef7637-a576-49a7-9a6a-4b5aaff35f8e.jpg?auto=format&fit=max&w=434&s=75f170e1f7fd8298f190ebbfcbd1d8ac,0.13 g,3.40 g,4.90 g,4.90 g,1 g,1.50 g,197 kJ / 47 kcal,"OBM OMIRA Bodenseemilch GmbH, Jahnstraße 10, 88214 Ravensburg, Deutschland",Deutschland,"fettarme Bio-Milch
LAKTASE ",1 Liter,täglich,,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,Bio-Produkt,,0 g,,,,,,,,,,,,,,,,,,,,
1132,"MinusL ESL Vollmilch 3,5%","2,19€","Minus L Frische Vollmilch
3,5 % Fett, länger haltbar , Neuburger Milchwerke GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46809-minus-l-minusl-esl-vollmilch-35/,https://bilder.kolonial.no/local_products/d0a45024-fab6-49b5-b915-94432b22b1ad.jpg?auto=format&fit=max&w=305&s=55903d8bf56d380e57a0db24e087ac5d,0.13 g,3.30 g,4.80 g,4.80 g,2.30 g,3.50 g,267 kJ / 64 kcal,"Neuburger Milchwerke GmbH, Nördliche Grünauer Str. 28, 86633 Neuburg an der Donau, Deutschland",Deutschland,"VOLLMILCH
Laktase ",1 Liter,täglich,5 Tage,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,,,0 g,,,,,,,,,,,,,,,,,,,,
1133,Alpro Soya Drink Ungesüßt,"2,35€","Dieser leckere Sojadrink ist eine echte ALTERNATIVE. So CREMIG und MILD im Geschmack und so VIELSEITIG in der Anwendung: zum Kochen, zu Müsli & im Kaffee - ohne Flocken. SOJA IST EIN ALLESKÖNNER, egal ob heiß oder kalt. MIT CALCIUM UND VITAMIN D2 Mit CALCIUM und VITAMIN D2, die zur Erhaltung der Knochen beitragen und voller PFLANZLICHEM PROTEIN. Außerdem OHNE EIN EINZIGES GRAMM ZUCKER! 0% ABHOLZUNG All unser Soya ist OHNE GENTECHNIK und für den Anbau würden keine Bäume abgeholzt. Baum-tastisch! Pflanzlich lecker.

Ungesüßt

Von Natur aus arm an gesättigten Fettsäuren.
Reich an pflanzlichem Protein
Quelle von Vitamin B2, B12, D2
Calciumquelle
Ohne Zucker
Von Natur aus laktose- und glutenfrei.
Von Natur aus laktosefrei. , Danone Belux nv hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/29755-alpro-alpro-soya-drink-ungesusst/,https://bilder.kolonial.no/local_products/33123a89-ad5b-4fa3-8e2e-69641b7c48dd.jpg?auto=format&fit=max&w=1000&s=660754960ff865469d0ab2406aad2ba2,0.09 g,3.30 g,0 g,0 g,0.30 g,1.80 g,138 kJ / 33 kcal,"Danone Belux nv, Stationsstraat 170/N229, 3110 Rotselaar, Belgien",,"SOJABASIS (98,8%) (Wasser, geschälte SOJABOHNEN (8,7%)), Säureregulator (Kaliumphosphate), Calcium (Calciumcarbonat), Aromen, Meersalz, Stabilisator (Gellan), Vitamine (B2, B12, D2) ",1 Liter,täglich,,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,,Frankreich,0.60 g,,,,,,,,,,,,,,,,,,,,
1134,"Naturwert Bio H-Vollmilch 3,8%","1,35€","Die NaturWert Bio H-Milch 3,8% wird durch ein spezielles Verfahren ultrahocherhitzt und homogenisiert und ist dadurch länger haltbar. , Gläserne Molkerei GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42398-naturwert-bio-naturwert-bio-h-vollmilch-38/,https://bilder.kolonial.no/local_products/affd17c9-3a61-4c95-bc4a-b06bf8ceaefe.jpg?auto=format&fit=max&w=378&s=c62e1aa911e784e277a6dbd3d4c4d388,0.13 g,3.40 g,4.90 g,4.90 g,3.60 g,3.60 g,274 kJ / 65 kcal,"Gläserne Molkerei GmbH, Meiereiweg 1, D-19217 Dechow, Deutschland",,VOLLMILCH. ,1 Liter,täglich,,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,,
1135,"MinusL ESL Milch 1,5%","2,09€","Minus L ESL-Milch 1,5% 1L , Neuburger Milchwerke GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47057-minus-l-minusl-esl-milch-15/,https://bilder.kolonial.no/local_products/e0004cde-a342-4242-85bc-b11209483e58.jpg?auto=format&fit=max&w=305&s=35057d68a19e36f5162b67d967690735,0.13 g,3.40 g,4.90 g,4.90 g,1 g,1.50 g,197 kJ / 47 kcal,"Neuburger Milchwerke GmbH, Nördliche Grünauer Str. 28, 86633 Neuburg an der Donau, Deutschland",Deutschland,fettarme MILCH Laktase ,1 Liter,täglich,5 Tage,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,,,0 g,,,,,,,,,,,,,,,,,,,,
1136,Jeden Tag Latte Macchiato,"0,75€","Caffè Latte, erfrischend gekühlt. , Zentrale Handelsges. ZHG mbH Food hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47562-jeden-tag-jeden-tag-latte-macchiato/,https://bilder.kolonial.no/local_products/bb1a13b3-f3ff-4f78-9e5f-38e4a9a793da.jpg?auto=format&fit=max&w=580&s=3c4c09b435c9e1f293e0ce6f44b77661,0.18 g,2.90 g,8.50 g,8.50 g,4.10 g,4.10 g,347 kJ / 83 kcal,"Zentrale Handelsges. ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Deutschland",,"73% VOLLMILCH, 17% aufgebrühter Arabica-Kaffee, 5% SAHNE, Zucker, Stabilisatoren: Natriumhydrogencarbonate, Carrageen. ",250 Milliliter,täglich,6 Tage,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,,,,,,,,,,,,,,,,,,,,,,,
1137,Alpro Haferdrink,"2,35€","SUPER CREMIGER Haferdrink. Rund im Geschmack und unglaublich lecker. Einfach unschlagbar. HAFER FOR EVER! Ein echter Teamplayer. Ob im Cappuccino, Gebäck oder zum Müsli - Hafer ist der PERFEKTE PARTNER für alles, was dir schmeckt. MIT CALCIUM UND VITAMIN D2 Mit Calcium und Vitamin D2, die zur Erhaltung der Knochen beitragen. Reich an wertvollen BALLASTSTOFFEN. Außerdem ohne Zuckerzusatz!* 100% EUROPÄISCHER HAFER

Calcium wird für die Von Natur aus fettarm.
Ohne Zuckerzusatz, enthält von Natur aus Zucker.
Reich an Ballaststoffen.
Calciumquelle
Quelle von Vitamin B2, B12, D2 , Danone Belux nv hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/20458-alpro-alpro-haferdrink/,https://bilder.kolonial.no/local_products/ee2f8127-3028-4ed4-849e-6efc95852f69.jpg?auto=format&fit=max&w=433&s=71f13ce0df7564445142340667212bfb,0.08 g,0.80 g,3.30 g,6.60 g,0.20 g,1.50 g,192 kJ / 46 kcal,"Danone Belux nv, Stationsstraat 170/N229, 3110 Rotselaar, Belgien",,"HAFERBASIS (Wasser, HAFER (10,5%)), löslicher Mais-Ballaststoff, Sonnenblumenöl, Tricalciumphosphat, Meersalz, Stabilisator (Gellan), Vitamine (B2, B12, D2). Von Natur aus laktosefrei. ",1 Liter,täglich,,"Käse, Eier & Milchprodukte",Milch & Milchalternativen,oda,,Schweden,1.40 g,,,,,,,,,,,,,,,,,,,,
